animal_name,animal_type,primary_breed,primary_color,sex,animal_size,dob,intake_date,outcome_date,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_cond,outcome_cond,crossing
STORM,CAT,DOMESTIC LH,BRN TIGER,S,MED,00:00.0,9/22/2023,10/1/2023,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"19424 E 39TH AVE, DENVER CO 80249"
TRIXIE,DOG,CHIHUAHUA SH,BR BRINDLE,S,TOY,00:00.0,3/1/2023,3/1/2023,OWNER SUR,OTC,EUTH,U/U EQ,SICK,CREMATION,"7900 W LAYTON AVE, DENVER CO 80123"
ARCHER,DOG,POODLE MIN,WHITE,N,SMALL,00:00.0,3/10/2023,3/15/2023,FOSTER IN,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"365 N HOOKER ST, DENVER CO 80219"
ARCHER,DOG,POODLE MIN,WHITE,N,SMALL,00:00.0,2/24/2023,3/2/2023,CONFISCATE,FIELD,FOSTER,,INJURED,H-HEALTHY,"365 N HOOKER ST, DENVER CO 80219"
ARCHER,DOG,POODLE MIN,WHITE,N,SMALL,00:00.0,5/30/2023,6/13/2023,OWNER SUR,NIGHT OWN,ADOPTION,EMAIL,FEARFUL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
ARCHER,DOG,POODLE MIN,WHITE,N,SMALL,00:00.0,11/24/2023,11/24/2023,ADOPT RET,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"2860 S GOLDEN WAY, DENVER CO 80227"
TONY,DOG,AMER BULLDOG,BROWN,N,LARGE,00:00.0,10/27/2023,10/27/2023,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"3545 W OHIO AVE, DENVER CO 80219"
BUDDY,DOG,SHIH TZU,TAN,N,SMALL,00:00.0,5/19/2023,5/19/2023,STRAY,FIELD,DIED,AT VET,INJURED,DEAD,"5326 N VAUGHN ST, DENVER CO 80239"
GOYA,DOG,GERM SHEPHERD,BLACK,S,LARGE,00:00.0,9/19/2023,9/20/2023,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"3145 W ALABAMA PL DENVER, CO 80219"
TANK,DOG,LABRADOR RETR,BLACK,N,MED,00:00.0,8/22/2023,8/25/2023,STRAY,FIELD,RTO,EMAIL,INJURED,NORMAL,"5141 N CHAMBERS RD, DENVER CO 80239"
TANK,DOG,LABRADOR RETR,BLACK,N,MED,00:00.0,9/5/2023,9/8/2023,STRAY,FIELD,EUTH,,NORMAL,U/U AGG,"14291 E MAXWELL PL, DENVER CO 80239"
MORGAN,DOG,GERM SHEPHERD,BLACK,N,LARGE,00:00.0,1/10/2023,1/10/2023,STRAY,FIELD,RTO,FIELD,NORMAL,NORMAL,"2853 S JAY ST, DENVER CO 80227"
CODEINE,DOG,STAFFORDSHIRE,GRAY,S,LARGE,00:00.0,11/13/2023,11/28/2023,OWNER SUR,S-HOMELESS,RTO,OFFICE,NORMAL,T/M MED MO,5430 W 13TH AVE LAKEWOOD CO 80226
BLUE,DOG,AUST SHEPHERD,BROWN,M,LARGE,00:00.0,6/30/2023,7/1/2023,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"906 S SHERIDAN BLVD, DENVER CO 80219"
ROXY,DOG,CHIHUAHUA SH,TAN,S,SMALL,00:00.0,9/25/2023,2/10/2024,OWNER SUR,FIELD,ADOPTION,EMAIL,INJURED,T/M MED MO,"5775 W DARTMOUTH AVE, DENVER CO 80227"
LOBO,DOG,SIBERIAN HUSKY,WHITE,N,LARGE,00:00.0,10/12/2023,10/12/2023,STRAY TAGS,FIELD,RTO,FIELD,NORMAL,NORMAL,"5100 N HANNIBAL ST, DENVER CO 80239"
BISCUIT,DOG,DACHSHUND,RED,M,SMALL,00:00.0,5/19/2023,6/6/2023,STRAY TAGS,OTC,TRANSFER,PAWS & CO,AGGRESSIVE,U/U AGG,"2400 W ALAMEDA AVE, DENVER CO 80223"
ELI,DOG,BEAGLE,BROWN,M,MED,00:00.0,9/27/2023,9/27/2023,STRAY TAGS,FIELD,RTO,FIELD,NORMAL,NORMAL,"5000 N FRASER WAY, DENVER CO 80239"
LEO,DOG,AUST SHEPHERD,BLACK,N,LARGE,00:00.0,2/13/2023,2/17/2023,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,,"1899 S KNOX CT, DENVER CO 80219"
LEO,DOG,AUST SHEPHERD,BLACK,N,LARGE,00:00.0,2/26/2023,2/27/2023,STRAY,OTC,RTO,EMAIL,NORMAL,NORMAL,"1785 S IRVING ST, DENVER CO 80219"
BEAR,DOG,PRESA CANARIO,BROWN,N,LARGE,00:00.0,4/2/2023,4/3/2023,ADOPT RET,OTC,EUTH,,NORMAL,,15075 E KELLY PL DENVER 80239
BEAR,DOG,PRESA CANARIO,BROWN,N,LARGE,00:00.0,1/16/2023,2/10/2023,OWNER SUR,DROP BOX,ADOPTION,EMAIL,NORMAL,U/U AGG,"1911 N XENIA ST, DENVER CO 80220"
AZUL,DOG,CANE CORSO,GRAY,M,LARGE,00:00.0,3/20/2023,3/20/2023,STRAY TAGS,FIELD,RTO,,NORMAL,NORMAL,"1300 S PERRY ST, DENVER CO 80219"
ZOEY,DOG,DACHSHUND WH,CREAM,F,SMALL,,8/24/2023,9/9/2023,CONFISCATE,FIELD,ADOPTION,EMAIL,INJURED,T/M GERAT,"2180 STOUT ST, DENVER CO 80205"
OREO,DOG,BOXER,BLACK,S,MED,00:00.0,8/20/2023,8/20/2023,CONFISCATE,FIELD,RTO,FIELD,NORMAL,NORMAL,"4556 N FLANDERS WAY, DENVER CO 80249"
CLAIRE,DOG,LABRADOR RETR,BLACK,S,MED,00:00.0,9/24/2023,9/30/2023,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,T/M FEARFU,"375 S ELIOT ST, DENVER CO 80219"
BELLA MAE,DOG,GERM SHEPHERD,BLACK,F,MED,00:00.0,1/2/2023,1/2/2023,STRAY TAGS,FIELD,RTO,FIELD,FEARFUL,NORMAL,"2181 S BANNOCK ST, DENVER CO 80223"
MISKA,DOG,SIBERIAN HUSKY,WHITE,M,LARGE,00:00.0,12/5/2023,12/5/2023,STRAY TAGS,FIELD,RTO,FIELD,NORMAL,NORMAL,"160 S CLAY ST, DENVER CO 80219"
COWBOY,DOG,GREAT DANE,SILVER,N,LARGE,00:00.0,12/22/2023,12/22/2023,STRAY TAGS,FIELD,RTO,FIELD,NORMAL,NORMAL,"2100 S NAVAJO ST, DENVER CO 80223"
COWBOY,DOG,GREAT DANE,SILVER,N,LARGE,00:00.0,2/19/2023,2/23/2023,STRAY TAGS,FIELD,RTO,OFFICE,NORMAL,NORMAL,"1312 N OSAGE ST, DENVER CO 80204"
COWBOY,DOG,GREAT DANE,SILVER,N,LARGE,00:00.0,2/9/2023,2/9/2023,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"2038 S NAVAJO ST, DENVER CO 80223"
COWBOY,DOG,GREAT DANE,SILVER,N,LARGE,00:00.0,4/17/2023,4/18/2023,STRAY TAGS,DROP BOX,RTO,OFFICE,INJURED,NORMAL,"2094 S NAVAJO ST, DENVER CO 80223"
COWBOY,DOG,GREAT DANE,SILVER,N,LARGE,00:00.0,6/30/2023,7/2/2023,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"1331 W EVANS AVE, DENVER CO 80223"
DEVILLE,DOG,AMERICAN STAFF,GRAY,M,LARGE,00:00.0,12/17/2023,12/20/2023,STRAY TAGS,DROP BOX,EUTH,,NORMAL,U/U HIS AG,"1241 W BAYAUD AVE, DENVER CO 80223"
IGGY,DOG,DOGO ARGENTINO,WHITE,F,LARGE,00:00.0,11/6/2023,11/18/2023,CONFISCATE,BQ-TEMP,EUTH,,AGGRESSIVE,U/U HIS AG,"5075 N MILWAUKEE ST, DENVER CO 80216"
GUINNESS,DOG,AUST SHEPHERD,TRICOLOR,N,MED,00:00.0,11/26/2023,12/13/2023,STRAY TAGS,DROP BOX,TRANSFER,OLD DOGS,NORMAL,T/M GERAT,"1015 N SHERIDAN BLVD, DENVER CO 80214"
SCHROEDER,DOG,PUG,TAN,N,SMALL,00:00.0,2/28/2023,2/28/2023,STRAY TAGS,FIELD,RTO,FIELD,NORMAL,NORMAL,"349 E 47TH AVE, DENVER CO 80216"
LOLA,DOG,AMER BULLDOG,WHITE,S,LARGE,00:00.0,8/29/2023,8/29/2023,OWNER SUR,OTC,EUTH,U/U EQ,AGED,CREMATION,"1295 W 10TH AVE, DENVER CO 80204"
PRECIOUS,DOG,BOXER,TAN,S,LARGE,00:00.0,4/17/2023,4/18/2023,STRAY TAGS,OTC,RTO,EMAIL,NORMAL,NORMAL,"499 S DALE CT, DENVER CO 80219"
DAPHNE,CAT,DOMESTIC SH,TORTIE,S,SMALL,00:00.0,3/9/2023,3/25/2023,STRAY,OTC,FOSTER,,SICK,T/M FEARFU,"1505 N GRANT ST, DENVER CO 80203"
DAPHNE,CAT,DOMESTIC SH,TORTIE,S,SMALL,00:00.0,4/29/2023,4/29/2023,FOSTER IN,OTC,ADOPTION,EMAIL,NORMAL,T/M FEARFU,FOSTER IN
DRACO,DOG,BULL TERRIER,WHITE,N,MED,00:00.0,2/5/2023,2/6/2023,STRAY TAGS,OTC,RTO,EMAIL,NORMAL,NORMAL,"850 S BRYANT ST, DENVER CO 80219"
LOKI,DOG,SIBERIAN HUSKY,BLACK,N,LARGE,00:00.0,9/14/2023,9/15/2023,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"1746 N GROVE ST, DENVER CO 80204"
BIG BODY,DOG,AM PIT BULL TER,GRAY,N,LARGE,00:00.0,10/12/2023,10/12/2023,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC S/N
BIG BODY,DOG,AM PIT BULL TER,GRAY,N,LARGE,00:00.0,7/28/2023,7/28/2023,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC S/N
PIGLET,DOG,CHIHUAHUA SH,TAN,S,SMALL,00:00.0,8/12/2023,8/12/2023,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"4860 W VASSAR AVE, DENVER CO 80219"
GORDO,DOG,BOXER,BROWN,M,LARGE,00:00.0,5/9/2023,5/10/2023,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,,"4000 E DARTMOUTH AVE, DENVER CO 80222"
CHEWBACA,DOG,ENG BULLDOG,TAN,S,MED,00:00.0,6/8/2023,6/8/2023,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
NACHO,DOG,COCKER SPAN,TAN,N,SMALL,00:00.0,1/29/2023,1/30/2023,STRAY,OTC,RTO,OFFICE,NORMAL,,"732 PERRY ST, DENVER, CO 80204"
CUBE,DOG,AM PIT BULL TER,BLACK,M,MED,00:00.0,7/31/2023,8/1/2023,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"3643 W 23RD AVE, DENVER CO 80211"
FLYNN,DOG,WELSH CORGI CAR,BLUE MERLE,N,MED,00:00.0,5/19/2023,5/20/2023,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"3501 W 1ST AVE, DENVER CO 80219"
FAT FAT,DOG,AMERICAN STAFF,BLACK,N,MED,00:00.0,5/9/2023,5/12/2023,STRAY,FIELD,EUTH,,NORMAL,U/U MED SV,"4645 N HIGH ST, DENVER CO 80216"
PINGU,DOG,POODLE MIN,BLACK,N,PUPPY,00:00.0,5/16/2023,5/16/2023,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
BOOTS,CAT,DOMESTIC SH,BLACK,F,SMALL,00:00.0,7/21/2023,7/31/2023,OWNER SUR,OTC,DISPOSAL,DOA,DEAD,CREMATION,"1285 S IRVING ST, DENVER CO 80219"
KITTY,CAT,DOMESTIC SH,GRAY TABBY,M,SMALL,00:00.0,2/19/2023,2/19/2023,OWNER SUR,OTC,DISPOSAL,DOA,DEAD,CREMATION,"1285 S IRVING ST, DENVER CO 80219"
SASHA,DOG,SIBERIAN HUSKY,BLACK,S,LARGE,00:00.0,6/20/2023,6/21/2023,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,2105 S CLAYTON ST DENVER 80210
ODI,DOG,GOLDEN RETR,GOLD,N,LARGE,00:00.0,8/25/2023,8/28/2023,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"3100 W 38TH AVE, DENVER CO 80211"
NICO,DOG,LABRADOR RETR,BLACK,M,PUPPY,00:00.0,9/26/2023,9/26/2023,STRAY TAGS,FIELD,RTO,FIELD,NORMAL,NORMAL,"2732 W 1ST AVE, DENVER CO 80219"
NITRA,DOG,GERM SHEPHERD,BLACK,S,LARGE,00:00.0,2/2/2023,5/2/2023,STRAY,OTC,ADOPTION,EMAIL,NORMAL,T/M MED MO,"4501 W KENTUCKY AVE, DENVER CO 80219"
DOZER,DOG,BORDER COLLIE,WHITE,N,LARGE,00:00.0,9/3/2023,9/3/2023,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"1496 W DAKOTA AVE, DENVER, CO 80223"
COOKIE,DOG,SCHNAUZER MIN,GRAY,S,SMALL,00:00.0,1/24/2023,2/4/2023,OWNER SUR,,ADOPTION,EMAIL,NORMAL,T/M FEARFU,"535 S DECATUR ST, DENVER CO 80219"
COACHELLA,DOG,AMER BULLDOG,WHITE,N,MED,00:00.0,3/11/2023,4/4/2023,STRAY TAGS,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3337 N STEELE ST, DENVER CO 80205"
COACHELLA,DOG,AMER BULLDOG,WHITE,N,MED,00:00.0,4/23/2023,4/25/2023,ADOPT RET,OTC,ADOPTION,EMAIL,NORMAL,NORMAL,"3336 N SAINT PAUL ST., DENVER, CO 80205"
TANJIRO,DOG,MOUNTAIN CUR,BR BRINDLE,N,MED,00:00.0,4/13/2023,4/16/2023,OWNER SUR,OTC,EUTH,,NORMAL,U/U AGG,1093 S FRASER WAY AURORA CO 80012
DIAMOND BLUE,DOG,SIBERIAN HUSKY,BLACK,F,LARGE,00:00.0,1/7/2023,1/12/2023,STRAY,OTC,EUTH,,NORMAL,U/U AGG,7045 38TH AVE DENVER 80207
ACUTE,DOG,BASSET HOUND,CHOCOLATE,S,MED,00:00.0,10/18/2023,10/26/2023,SAFE,FIELD,RTO,EMAIL,NORMAL,NORMAL,"25 E 16TH AVE, DENVER CO 80202"
MAKAVELICO,DOG,SIBERIAN HUSKY,GRAY,M,LARGE,00:00.0,7/21/2023,7/27/2023,OWNER SUR,OTC,EUTH,,NORMAL,U/U AGG,"670 N VRAIN ST, DENVER CO 80204"
MAKAVELICO,DOG,SIBERIAN HUSKY,GRAY,M,LARGE,00:00.0,1/1/2023,1/1/2023,STRAY,FIELD,RTO,FIELD,AGGRESSIVE,NORMAL,"654 N UTICA ST, DENVER CO 80204"
CHAMP,DOG,AMER BULLDOG,BR BRINDLE,N,LARGE,00:00.0,7/2/2023,7/2/2023,STRAY TAGS,DROP BOX,RTO,EMAIL,NORMAL,NORMAL,"1301 E 31ST AVE, DENVER CO 80205"
WATSON,DOG,BEAGLE,TRICOLOR,N,MED,00:00.0,3/30/2023,3/30/2023,STRAY TAGS,OTC,RTO,EMAIL,NORMAL,NORMAL,"3545 N QUITMAN ST, DENVER CO 80212"
LUNA,DOG,SIBERIAN HUSKY,WHITE,S,MED,00:00.0,9/27/2023,9/30/2023,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"5290 E 43RD AVE, DENVER CO 80216"
LUNA,DOG,SIBERIAN HUSKY,WHITE,S,MED,00:00.0,6/11/2023,6/12/2023,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"4511 E 46TH AVE, DENVER CO 80216"
BOOKER,DOG,LABRADOR RETR,CHOCOLATE,M,LARGE,00:00.0,7/14/2023,7/24/2023,CONFISCATE,FIELD,RTO,OFFICE,NORMAL,NORMAL,"1500 ARAPAHOE ST, DENVER CO 80202"
COCO,DOG,ROTTWEILER,BLACK,S,MED,00:00.0,8/12/2023,8/12/2023,STRAY TAGS,FIELD,RTO,FIELD,NORMAL,NORMAL,"525 S ALCOTT ST, DENVER CO 80219"
COCO,DOG,ROTTWEILER,BLACK,S,MED,00:00.0,6/7/2023,6/9/2023,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,1395 W ALAMEDA AVE DENVER CO 80223
GRIZZLY,DOG,CHINESE SHARPEI,RED,N,LARGE,00:00.0,5/18/2023,5/26/2023,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"4725 W QUINCY AVE, DENVER CO 80236"
LUNA,DOG,WH TERRIER,TAN,S,SMALL,00:00.0,3/9/2023,3/10/2023,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"4105 N FOX ST, DENVER CO 80216"
NERO,DOG,GERM SHEPHERD,BLACK,N,LARGE,00:00.0,3/30/2023,4/6/2023,STRAY TAGS,OTC,RTO,EMAIL,NORMAL,NORMAL,"1177 N RACE ST, DENVER CO 80206"
ELLIE,DOG,LABRADOR RETR,TAN,S,MED,00:00.0,7/12/2023,7/15/2023,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"4057 W COLFAX AVE, DENVER CO 80204"
POPPY,DOG,ENG BULLDOG,TAN,N,MED,00:00.0,9/2/2023,9/2/2023,OWNER SUR,OTC,EUTH,U/U EQ,AGGRESSIVE,CREMATION,"1940 S TEJON ST, DENVER CO 80223"
ZETA,DOG,PATTERDALE TERR,BR BRINDLE,S,MED,00:00.0,9/24/2023,9/27/2023,OWNER SUR,OTC,EUTH,,NORMAL,U/U HIS AG,"4675 N PERRY ST, DENVER CO 80212"
MILO,DOG,GERM SHEPHERD,BROWN,N,LARGE,00:00.0,10/16/2023,10/24/2023,STRAY TAGS,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"320 S UNION BLVD, LAKEWOOD, CO 80228"
KANE,DOG,AM PIT BULL TER,BLUE,N,MED,00:00.0,8/6/2023,8/6/2023,STRAY TAGS,FIELD,RTO,FIELD,NORMAL,NORMAL,"1393 S WYANDOT ST, DENVER CO 80223"
KANE,DOG,AM PIT BULL TER,BLUE,N,MED,00:00.0,5/30/2023,5/31/2023,STRAY,DROP BOX,RTO,EMAIL,NORMAL,NORMAL,"1241 W BAYAUD AVE, DENVER CO 80223"
BUDDY,DOG,SHIH TZU,BLACK,N,SMALL,00:00.0,9/6/2023,9/7/2023,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"600 N HOOKER ST, DENVER CO 80204"
SAGE,DOG,SIBERIAN HUSKY,WHITE,N,MED,00:00.0,3/16/2023,3/20/2023,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"1241 W BAYAUD AVE, DENVER CO 80223"
DOTTIE,CAT,DOMESTIC SH,BLACK,S,SMALL,00:00.0,2/11/2023,2/13/2023,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"2748 W ALEMEDA AVE, DENVER CO, 80219"
ROCKY,DOG,CHIHUAHUA SH,TRICOLOR,N,SMALL,00:00.0,2/26/2023,2/28/2023,STRAY,OTC,RTO,EMAIL,NORMAL,NORMAL,"713 W 4TH AVE, DENVER CO 80204"
LULU,DOG,CHIHUAHUA SH,WHITE,S,SMALL,00:00.0,5/17/2023,5/17/2023,OWNER SUR,OTC,EUTH,U/U EQ,AGED,U/U MED ER,"2308 N CLARKSON ST, DENVER CO 80205"
ROXY,CAT,DOMESTIC SH,BRN TABBY,S,SMALL,00:00.0,11/18/2023,11/18/2023,OWNER SUR,OTC,DISPOSAL,DOA,DEAD,CREMATION,"2160 W BYERS DR, DENVER CO 80223"
DELILAH,DOG,AM PIT BULL TER,GRAY,S,MED,00:00.0,10/20/2023,10/29/2023,OWNER SUR,NONCONFIRM,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3024 N OSCEOLA ST, DENVER CO 80211"
MIA,DOG,SIBERIAN HUSKY,TAN,S,LARGE,00:00.0,7/27/2023,7/27/2023,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC S/N
CHICO,DOG,AUST CATTLE DOG,RED,N,MED,00:00.0,7/27/2023,7/27/2023,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC S/N
RAMON,DOG,LABRADOR RETR,BLACK,N,LARGE,00:00.0,6/4/2023,6/4/2023,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"1899 S IRVING ST, DENVER CO 80219"
PEACHES,DOG,LABRADOR RETR,BROWN,S,MED,00:00.0,6/4/2023,6/4/2023,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"1899 S IRVING ST, DENVER CO 80219"
LILY,DOG,AM PIT BULL TER,GRAY,S,LARGE,00:00.0,2/28/2023,2/28/2023,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,3965 ADAMS ST ST DENVER 80205
SOL,DOG,AUST CATTLE DOG,TAN,N,MED,00:00.0,11/2/2023,11/24/2023,STRAY,FIELD,TRANSFER,OLD DOGS,NORMAL,T/M GERAT,"645 N RALEIGH ST, DENVER CO 80204"
OLEY,DOG,SHIH TZU,WHITE,N,SMALL,00:00.0,5/9/2023,5/22/2023,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3337 S MONACO PKWY, DENVER CO 80222"
LADY,DOG,LABRADOR RETR,BLACK,S,MED,00:00.0,6/29/2023,7/11/2023,STRAY TAGS,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"2426 W EVANS AVE, DENVER CO 80219"
LADY,DOG,LABRADOR RETR,BLACK,S,MED,00:00.0,8/24/2023,8/25/2023,RETURN SUR,OTC,PICK UP SN,,NORMAL,NORMAL,RETURN FOR SPAY
WILLY,DOG,AM PIT BULL TER,SEAL,N,MED,00:00.0,11/12/2023,11/12/2023,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,1241 W BAYAUD AVE DENVER 80223
JASPER,DOG,AUST SHEPHERD,BR BRINDLE,N,LARGE,00:00.0,5/2/2023,5/2/2023,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"2960 N SPEER BLVD, DENVER CO 80211"
LOBO,DOG,SIBERIAN HUSKY,BROWN,N,LARGE,00:00.0,2/11/2023,2/12/2023,STRAY,OTC,RTO,OFFICE,NORMAL,,"382 S DECATUR ST, DENVER CO 80219"
LOBO,DOG,SIBERIAN HUSKY,BROWN,N,LARGE,00:00.0,11/5/2023,11/5/2023,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"2605 W MOSIER PL, DENVER CO 80219"
LOBO,DOG,SIBERIAN HUSKY,BROWN,N,LARGE,00:00.0,11/24/2023,11/24/2023,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"880 S DALE CT, DENVER CO 80219"
LOBO,DOG,SIBERIAN HUSKY,BROWN,N,LARGE,00:00.0,9/9/2023,9/9/2023,STRAY TAGS,FIELD,RTO,FIELD,NORMAL,NORMAL,"3197 W ADA PL, DENVER CO 80219"
PUEBLO,DOG,CHIHUAHUA SH,BROWN,M,SMALL,00:00.0,6/1/2023,6/1/2023,OWNER SUR,OTC,EUTH,,SICK,U/U MED SV,"510 S XAVIER ST, DENVER CO 80219"
COOPER,DOG,CHIHUAHUA LH,BROWN,N,SMALL,00:00.0,11/2/2023,11/2/2023,OWNER SUR,OTC,DISPOSAL,DOA,DEAD,DEAD,"1241 W BAYAUD AVE, DENVER CO 80223"
COOPER,DOG,CHIHUAHUA LH,BROWN,N,SMALL,00:00.0,10/21/2023,11/2/2023,OWNER SUR,NONCONFIRM,ADOPTION,EMAIL,NORMAL,T/M H FEAR,"4770 N FILLMORE ST DENVER,CO 80216"
COCOA,DOG,COTON DE TULEAR,WHITE,S,SMALL,00:00.0,6/26/2023,6/26/2023,STRAY,FIELD,RTO,FIELD,NORMAL,NORMAL,"5559 N WHEELING ST, DENVER CO 80239"
SHAY,DOG,MASTIFF,BLACK,S,X-LRG,00:00.0,1/4/2023,2/15/2023,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
ELBA,DOG,GERM SHEPHERD,BLACK,F,LARGE,00:00.0,8/21/2023,8/21/2023,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"1150 N POPLAR ST, DENVER CO 80220"
"BONAPARTE ""BONNIE""",DOG,PEKINGESE,TAN,N,SMALL,00:00.0,10/9/2023,10/10/2023,CONFISCATE,POLICE,RTO,OFFICE,NORMAL,AGED,"4355 N CARSON ST, DENVER CO 80239"
MEECH,DOG,GERM SHEPHERD,BLACK,M,LARGE,,7/14/2023,7/14/2023,STRAY,FIELD,RTO,FIELD,NORMAL,NORMAL,"1350 S SHERIDAN BLVD, DENVER CO 80219"
SIMBA,DOG,MOUNTAIN CUR,BR BRINDLE,N,LARGE,00:00.0,1/20/2023,2/16/2023,OWNER SUR,,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"2511 S IRVING ST, DENVER CO 80219"
HENRY,DOG,AM PIT BULL TER,BLACK,N,MED,00:00.0,6/9/2023,10/21/2023,ADOPT RET,OTC,EUTH,,NORMAL,RQ H AR,"406 S RALEIGH ST, DENVER, CO 80219"
LUNA,DOG,LABRADOR RETR,BROWN,F,MED,00:00.0,6/23/2023,6/23/2023,OWNER SUR,OTC,EUTH,U/U EQ,AGGRESSIVE,,"35 N XAVIER ST, DENVER CO 80219"
KOBY,DOG,SCHNAUZER MIN,BLACK,N,SMALL,00:00.0,7/26/2023,8/17/2023,STRAY TAGS,FIELD,RTO,OFFICE,INJURED,U/U HIS AG,"5542 N XAPARY WAY, DENVER CO 80239"
WINSLOW,DOG,AMER BULLDOG,WHITE,N,LARGE,00:00.0,10/6/2023,10/22/2023,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3490 PARK AVE WEST, DENVER CO 80216"
MILLIE,DOG,AM PIT BULL TER,GRAY,F,MED,00:00.0,4/5/2023,4/16/2023,OWNER SUR,OTC,EUTH,U/U EQ,*AGG HIST*,CREMATION,"2521 GLENARM PL, DENVER CO 80205"
LUNA,DOG,SIBERIAN HUSKY,BLACK,S,MED,00:00.0,8/29/2023,9/9/2023,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1357 S ELIOT ST, DENVER CO 80219"
AURORA,DOG,BULL TERRIER,WHITE,S,SMALL,00:00.0,2/18/2023,3/2/2023,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,T/M FEARFU,"811 N WINONA CT, DENVER CO 80204"
BUTTERCUP,DOG,PIT BULL,TAN,F,LARGE,00:00.0,6/23/2023,6/24/2023,OWNER SUR,OTC,EUTH,,NORMAL,U/U AGG,"4711 N GRANBY WAY, DENVER CO 80239"
KALI,DOG,PIT BULL,BLACK,F,LARGE,00:00.0,6/23/2023,6/24/2023,OWNER SUR,OTC,EUTH,,NORMAL,U/U AGG,"4711 N GRANBY WAY, DENVER CO 80239"
ESCALADE,DOG,LABRADOR RETR,GRAY,N,MED,00:00.0,7/12/2023,7/14/2023,OWNER SUR,OTC,EUTH,,NORMAL,U/U HIS AG,"1240 S JULIAN ST, DENVER CO 80219"
ROSCOE,DOG,BOXER,BROWN,N,LARGE,00:00.0,7/24/2023,7/27/2023,OWNER SUR,OTC,EUTH,,NORMAL,U/U HIS AG,"3400 S LOWELL BLVD, DENVER CO 80236"
